ts_utc,symbol,event,side,qty,price,reason,pnl,profile,dry_run,spread_pct,mom_pct,mom_range_pct,up_ratio,rsi,ema1_ok,ema5_ok,vol_ok,bid,ask,mid,entry_price,p1,p2,p3,p4,entry_vs_mid_pct,mid_vs_entry_pct
2026-05-16 01:50:29Z,PENDLEUSDC,BUY_FILLED,BUY,4.8,1.995,BURST ret=0.2010% vel=0.1213%/s eff=1.000 pressure=999.00 drop=0.0000%,,,major,0,0.0501504513540678,0.15064022093898527,0.2009545340366744,28.57142857142857,72.99526762561095,1,,1,1.994,1.995,1.9945,1.995,1.9945,1.991,1.991,1.9905,0.025068939583863976,
2026-05-16 01:56:26Z,PENDLEUSDC,SELL_FILLED,SELL,4.8,1.99,PSELL FAIL age=356.2s latest=1.99000000 guard=1.99140900 high=1.99600000 peak=0.0501% P1=1.991 P2=1.9915 P3=1.9929999999999999 P4=1.9929999999999999 entry=1.995,-0.043128,-0.043128,major,0,0.10050251256281417,-0.12540757461750424,0.12556504269211183,0.0,66.85052357216063,1,1,1,1.99,1.992,1.991,1.995,1.991,1.9915,1.9929999999999999,1.9929999999999999,,-0.20050125313283226
